Cow ID,Breed,Age,Weight (kg),Lactation Stage,Daily Feed (kg),Protein %,Fat %,Fiber %,Milk Yield (L/day),Milk Fat %,Temp (°C),Humidity (%)
285,Holstein,8,675.81,Mid,21.37,16.84,3.86,26.74,25.28,4.94,23.76,41.15
286,Guernsey,7,670.61,Early,18.23,14.46,5.74,27.31,21.01,4.84,16.24,53.53
287,Holstein,8,486.27,Early,23.96,18.7,3.82,22.06,28.23,4.58,26.48,44.31
288,Jersey,4,663.55,Mid,23.92,16.92,3.32,24.55,28.11,4.38,16.05,50.49
289,Jersey,9,557.55,Late,20.58,16.65,4.59,12.3,22.74,4.53,22.18,73.56
290,Guernsey,8,660.49,Late,20.0,14.03,4.1,21.76,22.57,4.91,17.59,41.29
291,Jersey,6,442.64,Early,28.27,18.05,5.58,23.34,33.06,3.87,26.29,60.81
292,Holstein,8,663.14,Late,20.75,12.65,3.51,14.01,22.39,4.3,28.67,62.69
293,Guernsey,2,799.77,Early,22.4,19.39,6.76,27.6,26.84,4.53,23.31,62.45
294,Holstein,6,419.28,Late,19.25,14.61,7.53,13.9,20.75,4.52,22.91,59.01
295,Holstein,2,790.87,Mid,26.8,13.02,6.72,16.27,28.89,3.88,26.46,71.62
296,Jersey,3,562.76,Early,20.96,15.54,5.66,22.41,23.88,4.38,15.08,45.34
297,Jersey,5,748.3,Early,22.7,12.34,7.3,22.77,24.99,4.69,28.77,52.42
298,Jersey,2,712.95,Mid,18.8,17.48,6.47,23.99,21.85,4.21,17.96,64.63
299,Jersey,6,626.81,Early,29.81,19.22,3.05,12.24,33.93,4.69,29.76,67.64
300,Jersey,3,695.38,Late,19.37,18.7,4.97,26.99,23.19,4.04,26.04,56.17
301,Guernsey,2,751.41,Late,26.56,13.02,7.25,20.66,29.14,4.91,26.61,75.01
302,Holstein,4,561.66,Early,21.41,13.01,4.73,19.43,23.63,4.3,24.84,56.62
303,Holstein,8,530.81,Late,18.09,18.51,3.18,29.62,22.02,4.39,22.07,56.11
304,Holstein,5,667.04,Early,27.0,19.39,6.73,24.81,31.98,3.55,23.57,41.45
305,Holstein,2,723.14,Mid,20.0,15.69,7.01,12.36,21.67,3.76,15.7,62.05
306,Jersey,3,704.91,Early,27.98,15.99,3.8,25.13,32.64,4.45,24.36,68.35
307,Holstein,4,719.13,Mid,28.73,14.55,5.69,11.9,30.93,4.13,24.39,44.58
308,Guernsey,7,574.23,Late,27.9,19.15,3.96,10.55,31.37,4.26,28.37,52.22
309,Guernsey,3,727.13,Mid,15.53,17.16,6.6,18.07,17.53,3.59,22.58,71.25
310,Holstein,8,448.08,Late,26.81,14.31,4.36,29.87,31.39,4.75,16.16,54.64
311,Holstein,3,617.8,Early,21.17,14.39,4.58,13.5,23.04,4.68,19.59,49.66
312,Guernsey,4,402.3,Late,28.11,19.13,7.22,23.45,32.96,3.78,24.83,66.89
313,Guernsey,3,529.83,Early,24.57,12.11,5.38,13.47,26.08,4.45,18.59,47.87
314,Jersey,4,546.58,Early,27.5,14.58,6.35,24.5,31.26,4.73,19.21,75.83
315,Guernsey,2,558.47,Mid,22.49,16.43,5.01,20.11,25.63,4.46,27.31,44.22
316,Jersey,9,678.19,Mid,23.03,13.19,4.49,23.6,25.97,3.97,23.76,68.26
317,Jersey,4,555.42,Mid,17.17,12.74,6.13,14.06,18.32,4.48,22.63,59.98
318,Jersey,4,579.48,Mid,26.76,18.52,3.77,24.91,31.87,3.82,19.78,74.8
319,Jersey,5,495.02,Late,21.29,19.16,4.86,29.91,25.91,3.98,25.96,45.05
320,Jersey,4,549.3,Late,22.5,18.59,4.05,23.31,26.6,3.86,19.32,67.12
321,Holstein,4,490.91,Late,26.78,19.19,6.48,19.87,31.03,4.34,26.06,62.88
322,Guernsey,7,429.28,Early,23.98,16.42,7.72,28.46,28.01,3.66,16.05,59.2
323,Jersey,9,641.38,Late,18.02,18.5,7.98,10.32,19.76,4.9,27.97,59.66
324,Guernsey,2,667.29,Late,23.85,15.07,5.25,24.6,27.37,4.0,22.49,68.88
325,Guernsey,8,647.8,Late,21.11,17.33,4.26,27.77,25.14,3.83,21.58,77.51
326,Jersey,5,585.4,Mid,22.04,19.91,5.21,11.23,24.89,4.24,24.17,43.65
327,Holstein,7,551.91,Late,15.42,13.81,7.24,19.0,16.91,3.92,24.36,40.78
328,Jersey,6,745.33,Early,18.15,15.12,4.03,14.09,19.99,4.3,16.98,72.23
329,Holstein,9,607.63,Mid,19.22,15.84,7.76,21.33,21.65,4.02,26.34,44.33
330,Guernsey,2,591.67,Early,25.69,13.1,4.71,22.99,28.83,3.7,19.14,79.47
331,Holstein,2,410.26,Late,15.17,12.65,7.93,16.05,16.19,3.9,28.57,64.77
332,Holstein,6,536.5,Mid,21.13,18.64,7.19,19.2,24.22,4.16,27.27,66.03
333,Holstein,8,552.08,Early,28.86,19.81,7.04,15.59,32.92,3.55,20.19,47.96
334,Guernsey,4,559.53,Late,16.68,15.24,4.59,17.39,18.62,4.66,27.12,49.61
335,Guernsey,7,632.07,Early,22.75,12.7,3.04,13.19,24.52,4.43,20.35,66.37
336,Holstein,3,613.44,Early,26.8,12.53,4.91,27.71,30.53,4.4,16.51,76.39
337,Holstein,5,643.16,Early,29.14,19.13,4.51,10.2,32.63,4.32,29.43,79.3
338,Jersey,3,705.95,Late,26.2,15.71,3.19,27.65,30.9,4.39,24.79,47.92
339,Holstein,6,725.19,Late,25.81,14.56,5.53,21.43,29.04,4.9,21.84,45.36
340,Jersey,2,687.25,Early,27.4,15.81,5.02,16.63,30.58,3.51,20.97,42.26
341,Holstein,8,782.21,Mid,21.69,14.55,6.17,24.46,24.66,3.57,19.87,74.73
342,Jersey,2,407.29,Mid,27.09,15.91,6.11,20.16,30.59,3.79,29.72,51.79
343,Guernsey,5,478.31,Late,15.12,18.88,3.6,19.98,17.7,3.75,17.02,40.07
344,Holstein,2,403.03,Late,28.87,16.74,7.88,12.2,31.44,3.77,19.72,48.95
345,Holstein,2,658.99,Late,21.65,17.56,3.93,17.79,24.79,4.51,22.28,53.62
346,Holstein,5,759.21,Late,23.3,14.92,5.23,14.82,25.56,4.19,22.17,79.64
347,Holstein,7,497.39,Late,18.82,17.91,5.44,10.31,20.77,4.99,22.07,60.94
348,Jersey,7,770.81,Mid,26.14,17.33,7.07,17.2,29.38,3.84,17.64,48.19
349,Holstein,5,424.11,Late,16.15,12.96,3.5,11.8,17.3,3.97,17.17,53.39
350,Guernsey,8,773.77,Early,28.09,16.58,5.14,15.14,31.34,4.98,18.82,53.21
351,Guernsey,6,540.65,Early,27.42,14.05,6.14,11.85,29.31,4.75,28.72,40.79
352,Holstein,9,440.57,Mid,18.24,18.43,4.08,12.02,20.5,4.2,16.7,45.41
353,Guernsey,2,594.35,Early,27.14,15.41,6.14,13.98,29.67,4.33,26.36,67.81
354,Holstein,8,502.71,Mid,26.8,19.96,7.62,30.0,32.47,4.76,26.36,44.81
355,Holstein,2,513.95,Mid,24.48,12.74,7.99,10.04,25.4,4.22,27.15,49.23
356,Guernsey,9,522.92,Early,20.6,18.24,3.16,22.77,24.32,3.81,28.3,54.03
357,Holstein,6,721.21,Late,19.07,17.39,4.18,12.82,21.3,4.74,18.95,70.31
358,Guernsey,7,615.66,Early,18.48,18.14,4.55,28.41,22.19,4.31,18.37,63.3
359,Jersey,8,524.52,Early,19.78,14.46,5.0,11.87,21.34,3.73,21.98,67.56
360,Holstein,4,644.13,Mid,28.55,15.94,4.21,29.1,33.8,4.26,18.98,62.68
361,Jersey,4,686.46,Early,16.16,18.37,4.02,22.22,18.98,4.12,26.01,67.34
362,Guernsey,9,509.05,Mid,27.43,13.86,7.77,10.03,28.8,4.82,24.54,40.11
363,Jersey,4,565.42,Late,20.23,13.81,7.59,27.88,23.05,3.69,28.12,77.24
364,Jersey,7,448.75,Late,22.82,16.41,3.23,20.43,26.25,4.81,16.24,44.44
365,Guernsey,9,472.46,Late,26.92,16.19,4.69,15.25,30.01,4.27,28.73,56.25
366,Jersey,7,672.45,Early,28.27,14.26,5.03,25.35,32.35,4.11,19.4,70.84
367,Jersey,6,472.58,Mid,20.17,14.38,4.2,28.53,23.51,3.74,22.36,57.41
368,Guernsey,2,610.07,Late,21.93,14.22,6.14,19.67,24.34,4.55,21.58,77.87
369,Jersey,6,683.62,Mid,21.22,18.17,6.2,16.31,24.03,4.89,26.4,58.7
370,Guernsey,6,442.75,Mid,15.2,17.22,7.25,25.78,17.71,4.06,21.3,75.0
371,Jersey,7,626.92,Late,19.44,18.66,6.7,23.64,22.77,3.86,29.15,72.43
372,Guernsey,9,502.63,Late,21.89,19.8,5.71,27.78,26.45,4.33,28.54,79.24
373,Guernsey,9,785.17,Mid,21.17,15.79,6.27,23.85,24.26,4.69,28.08,77.06
374,Jersey,4,593.42,Late,25.83,12.53,4.37,14.87,27.84,3.51,16.07,75.92
375,Jersey,3,722.4,Mid,20.77,12.38,5.97,28.63,23.62,4.45,27.81,69.26
376,Jersey,2,620.09,Mid,22.34,14.37,5.45,12.1,24.06,4.39,26.72,54.68
377,Holstein,7,417.37,Late,21.44,19.46,3.67,15.36,24.72,3.98,16.55,44.25
378,Holstein,4,653.26,Early,26.11,16.19,4.21,20.4,29.84,4.18,16.61,67.55
379,Holstein,8,780.56,Late,27.94,14.17,4.46,21.31,31.46,3.87,16.52,79.15
380,Guernsey,3,640.64,Early,22.98,15.19,7.62,10.31,24.48,4.68,15.17,69.06
381,Jersey,3,727.68,Mid,26.84,16.79,4.15,25.61,31.54,4.45,23.23,77.15
382,Guernsey,7,753.68,Mid,19.45,17.22,4.45,17.23,22.1,4.3,29.6,72.17
383,Holstein,5,491.23,Early,23.12,13.23,4.85,18.13,25.4,4.09,21.58,46.52
384,Jersey,2,484.82,Mid,20.18,19.82,6.32,26.19,24.17,3.94,23.11,49.97
385,Guernsey,3,644.39,Early,21.21,16.36,3.59,17.59,24.04,4.73,29.52,53.67
386,Jersey,7,564.41,Early,25.99,13.09,7.77,10.94,27.21,4.18,18.83,46.73
387,Guernsey,7,735.94,Mid,28.22,19.15,7.33,13.53,31.68,4.25,27.88,63.27
388,Jersey,4,760.01,Early,16.82,12.6,5.89,29.12,19.21,4.28,23.2,79.02
389,Holstein,8,541.37,Late,24.52,19.26,6.37,11.41,27.41,4.17,23.54,70.46
390,Holstein,5,494.75,Late,23.73,19.97,3.08,17.1,27.76,3.88,20.15,56.94
391,Jersey,2,712.21,Mid,16.78,17.6,4.69,20.06,19.34,3.68,23.42,40.18
392,Guernsey,9,509.92,Mid,18.18,18.16,6.98,19.87,20.84,3.65,16.1,52.53
393,Holstein,6,729.05,Early,19.67,14.7,3.39,10.08,21.25,4.64,26.47,61.07
394,Holstein,8,569.5,Early,17.5,19.53,4.41,20.02,20.53,3.84,19.27,52.97
395,Holstein,8,667.02,Early,18.66,16.24,5.93,17.68,20.92,3.58,28.31,44.44
396,Jersey,4,438.21,Early,19.01,17.86,4.28,29.44,22.9,4.7,20.52,57.71
397,Jersey,9,649.54,Late,20.04,19.39,7.67,13.18,22.47,3.73,17.14,50.13
398,Guernsey,3,580.71,Late,26.24,19.8,3.66,17.08,30.57,4.44,25.44,76.37
399,Guernsey,3,634.64,Mid,23.58,18.67,6.99,18.39,26.97,4.01,17.47,44.07
400,Guernsey,4,467.21,Early,29.79,14.42,5.54,17.81,32.93,3.69,26.31,41.97
401,Jersey,7,694.75,Early,21.22,19.73,6.75,23.32,25.04,4.12,29.52,40.21
402,Jersey,3,745.12,Mid,26.31,17.02,4.55,14.31,29.44,3.52,26.69,53.12
403,Guernsey,5,486.7,Early,28.07,19.45,5.57,14.42,31.96,4.76,15.34,66.42
404,Guernsey,2,438.29,Early,25.18,17.41,7.28,24.58,29.22,4.27,24.0,69.22
405,Jersey,8,409.46,Early,21.18,14.46,5.33,20.01,23.68,3.71,25.43,58.13
406,Guernsey,8,656.79,Early,26.3,14.96,4.8,18.3,29.38,3.86,27.38,67.37
407,Holstein,5,642.84,Early,18.06,16.4,5.68,13.38,19.91,4.17,15.84,54.4
408,Jersey,9,618.68,Mid,19.91,18.32,6.59,13.75,22.28,3.78,22.2,66.71
409,Guernsey,3,492.78,Early,23.2,14.54,5.22,10.21,24.83,3.9,23.03,41.62
410,Jersey,8,556.36,Mid,23.63,16.64,7.69,11.83,25.69,4.3,17.54,55.63
411,Holstein,6,637.79,Early,15.33,14.76,4.47,21.14,17.34,4.75,19.84,71.63
412,Jersey,9,598.71,Late,29.18,18.53,5.38,27.84,34.95,4.1,21.6,72.12
413,Jersey,2,795.11,Late,25.45,15.73,6.78,15.74,28.05,4.58,27.5,68.65
414,Jersey,2,454.58,Late,22.44,12.61,6.45,16.55,24.16,4.82,28.94,48.17
415,Jersey,8,678.06,Late,29.0,13.33,7.32,12.31,30.69,3.82,24.43,49.89
416,Holstein,4,561.73,Mid,21.59,12.49,7.98,17.77,23.18,4.71,20.92,79.84
417,Jersey,9,571.28,Mid,29.71,15.99,5.13,10.74,32.32,4.64,18.81,44.14
418,Jersey,8,687.04,Early,22.68,12.85,3.56,28.35,26.14,4.04,29.73,47.23
419,Guernsey,4,676.97,Late,16.71,12.91,3.15,23.46,18.89,4.98,29.75,45.2
420,Jersey,8,796.5,Mid,26.47,19.53,6.63,29.81,32.06,3.89,28.87,53.11
421,Guernsey,6,451.36,Early,25.18,18.98,7.37,27.66,30.0,3.88,26.79,48.41
422,Holstein,9,441.64,Early,26.59,15.62,4.1,19.46,30.13,4.66,19.89,59.91
423,Holstein,7,689.74,Mid,29.27,19.89,3.79,20.39,34.59,4.15,27.26,59.04
424,Holstein,2,631.35,Late,26.65,12.0,3.31,13.81,28.58,4.0,21.13,76.06
425,Holstein,8,509.66,Early,24.17,16.91,7.11,19.24,27.31,3.77,19.9,41.39
426,Guernsey,6,431.77,Late,27.86,16.93,4.56,28.06,33.06,4.65,26.17,52.8
427,Jersey,4,434.26,Late,25.1,15.66,5.01,11.02,27.27,4.68,16.19,63.87
428,Holstein,4,757.68,Late,21.12,15.18,5.51,27.27,24.51,4.35,15.73,64.19
429,Jersey,2,476.75,Early,28.28,15.64,7.2,16.82,31.24,4.94,21.72,59.21
430,Guernsey,5,529.35,Late,18.33,15.32,6.25,27.99,21.3,3.98,21.68,72.63
431,Guernsey,8,490.66,Early,25.72,17.84,6.08,28.82,30.66,3.83,28.43,42.51
432,Guernsey,9,542.0,Late,28.22,13.08,3.88,23.42,31.85,4.52,16.89,72.62
433,Holstein,3,427.77,Early,25.97,13.58,5.57,23.29,29.2,4.64,16.85,59.79
434,Jersey,4,607.62,Late,25.46,13.44,6.58,19.06,27.92,3.84,17.21,45.35
435,Jersey,9,427.05,Mid,26.29,14.1,7.87,26.71,29.84,3.61,15.45,75.43
436,Jersey,9,720.14,Late,21.98,16.2,4.01,29.23,26.11,4.72,16.08,65.97
437,Guernsey,7,493.48,Late,28.11,12.89,3.05,25.5,32.08,4.96,24.9,46.54
438,Holstein,9,616.0,Early,18.05,18.95,3.38,22.44,21.39,4.47,21.47,41.35
439,Guernsey,9,752.03,Early,16.91,14.38,4.88,22.14,19.11,3.92,26.45,45.64
440,Guernsey,7,660.35,Late,19.28,13.3,7.1,26.99,21.83,5.0,29.89,64.35
441,Jersey,4,613.18,Mid,22.97,17.4,3.04,20.82,26.71,4.84,24.89,47.17
442,Guernsey,9,529.73,Mid,22.66,12.3,5.28,26.08,25.54,4.27,15.76,49.03
443,Jersey,5,533.2,Early,27.31,16.96,4.65,20.18,31.33,4.74,16.57,41.01
444,Holstein,5,667.79,Mid,21.07,17.59,3.26,11.25,23.51,4.72,28.22,68.92
445,Jersey,6,797.66,Late,22.27,13.72,5.25,17.68,24.48,4.9,22.91,72.41
446,Holstein,7,664.74,Early,15.2,12.34,4.27,18.89,16.67,4.76,27.37,71.87
447,Jersey,6,623.11,Late,21.15,14.91,4.76,12.83,23.04,4.47,27.85,45.1
448,Guernsey,7,692.26,Early,24.72,12.79,6.53,12.05,26.09,4.41,28.92,76.13
449,Guernsey,8,586.08,Early,15.23,12.93,5.61,20.71,16.83,4.2,29.25,66.89
450,Holstein,8,424.06,Early,19.21,14.03,3.62,11.7,20.76,4.44,23.32,75.9
451,Holstein,9,624.92,Early,18.12,14.36,7.81,16.06,19.66,4.69,20.12,57.89
452,Holstein,3,783.05,Mid,15.63,16.24,6.18,24.89,18.07,4.95,29.43,57.48
453,Jersey,8,470.12,Late,22.19,17.43,6.83,29.29,26.33,4.2,23.21,71.38
454,Jersey,3,676.0,Late,17.73,16.74,3.4,24.36,20.78,4.36,15.96,43.73
455,Holstein,8,480.37,Late,26.15,13.19,3.24,29.85,30.46,4.17,24.64,60.83
456,Guernsey,2,614.33,Early,27.72,13.38,3.1,23.97,31.55,4.5,23.82,73.46
457,Jersey,8,438.67,Mid,23.18,19.03,3.94,15.88,26.66,4.44,28.44,73.21
458,Jersey,6,580.15,Late,29.73,16.47,5.07,23.44,34.38,3.53,24.8,78.25
459,Jersey,4,702.47,Mid,21.76,18.96,7.68,24.04,25.49,4.31,20.24,67.93
460,Holstein,9,539.03,Early,22.7,14.97,5.29,17.43,25.21,3.63,29.49,48.31
461,Holstein,6,665.96,Late,29.84,16.92,4.45,10.35,32.79,3.54,27.02,40.81
462,Holstein,4,718.18,Mid,18.47,16.19,5.81,24.06,21.3,4.69,24.46,59.18
463,Holstein,5,770.87,Early,29.14,14.55,3.56,10.43,31.47,3.89,19.39,60.55
464,Holstein,6,493.86,Mid,15.64,15.76,6.05,22.62,17.84,4.01,20.6,49.61
465,Guernsey,5,559.73,Late,21.7,16.02,5.84,13.27,23.81,3.6,25.05,44.99
466,Guernsey,3,460.97,Late,16.05,13.61,6.96,21.31,17.78,3.77,16.08,63.45
467,Holstein,3,796.99,Early,25.94,14.52,7.93,20.08,28.69,4.65,18.85,70.57
468,Jersey,2,770.8,Early,24.13,18.33,4.25,10.27,26.87,4.24,25.71,79.73
469,Holstein,8,615.98,Early,25.6,19.33,5.55,17.26,29.49,4.82,22.2,70.33
470,Guernsey,6,736.81,Mid,20.62,14.88,7.54,22.02,23.12,4.1,21.04,71.75
471,Guernsey,5,608.38,Mid,20.54,14.46,6.93,26.97,23.51,3.9,17.27,64.66
472,Jersey,4,649.43,Mid,15.68,13.56,5.44,27.77,17.99,4.02,21.63,79.44
473,Guernsey,3,435.65,Early,20.25,17.43,7.73,19.68,22.96,4.57,26.56,65.6
474,Holstein,8,702.11,Late,28.94,14.58,3.29,24.57,33.34,4.33,18.96,74.41
475,Jersey,3,451.09,Late,20.69,19.9,7.65,16.33,23.64,4.86,15.08,77.83
476,Holstein,4,730.43,Mid,27.47,14.61,3.25,16.84,30.6,4.4,25.03,77.19
477,Holstein,8,712.81,Mid,27.63,15.15,5.74,13.89,30.18,4.24,29.59,55.26
478,Jersey,8,683.5,Late,20.6,16.83,7.45,21.24,23.43,4.68,24.1,43.15
479,Holstein,5,414.46,Late,24.48,18.41,4.31,16.29,28.01,4.92,16.8,46.87
480,Guernsey,5,521.25,Mid,16.43,15.76,5.36,11.69,17.9,4.03,19.81,42.37
481,Holstein,6,505.25,Mid,16.56,15.38,4.62,23.7,19.03,3.87,28.01,44.22
482,Jersey,6,544.05,Late,15.73,19.97,7.76,24.16,18.59,4.42,18.49,47.39
483,Jersey,7,435.06,Early,23.72,12.08,7.12,17.2,25.41,4.25,24.12,53.64
484,Jersey,9,774.78,Mid,21.39,19.16,6.55,11.53,23.88,4.98,21.04,61.74
485,Holstein,7,621.52,Late,23.22,13.19,5.94,18.53,25.42,4.19,18.12,68.47
486,Jersey,2,522.21,Late,22.82,18.29,7.1,18.85,26.05,3.61,27.2,48.44
487,Jersey,3,558.79,Late,20.25,16.94,4.96,23.37,23.52,4.97,26.14,66.9
488,Holstein,6,578.88,Late,25.16,14.73,5.24,16.31,27.74,4.77,24.92,68.17
489,Guernsey,5,640.24,Early,26.38,18.99,6.65,23.65,30.99,3.77,18.55,62.34
490,Holstein,4,606.27,Late,15.22,12.1,4.79,27.43,17.26,4.86,16.47,76.14
491,Jersey,5,767.76,Mid,18.11,13.81,3.32,14.75,19.83,4.01,23.64,44.44
492,Jersey,3,598.79,Early,25.7,16.54,3.37,29.58,30.75,4.07,23.31,47.08
493,Holstein,7,796.86,Late,20.8,14.81,3.58,17.73,23.27,4.86,17.83,57.15
494,Guernsey,5,740.57,Early,24.94,16.88,7.35,15.35,27.65,4.3,15.84,45.07
495,Jersey,9,483.4,Mid,20.2,12.19,5.36,18.43,21.96,3.71,16.21,62.65
496,Jersey,2,772.24,Late,20.86,12.93,6.56,11.89,22.03,4.05,29.89,55.94
497,Jersey,3,446.55,Mid,17.38,13.02,4.96,12.51,18.56,4.58,26.75,51.38
498,Holstein,7,726.98,Late,18.87,13.51,4.29,18.29,20.85,3.76,28.83,46.8
499,Jersey,9,552.25,Late,24.08,15.67,4.74,25.25,27.91,4.39,17.93,53.41
500,Guernsey,4,751.19,Late,21.5,18.02,6.97,28.01,25.49,4.54,29.41,64.32
501,Jersey,7,747.22,Late,26.61,19.24,6.13,23.3,31.35,4.02,17.14,63.03
502,Jersey,8,722.37,Late,27.79,18.68,7.69,12.1,30.81,4.54,22.64,46.54
503,Guernsey,9,716.01,Early,23.12,13.58,6.4,23.44,25.92,4.83,27.45,45.0
504,Jersey,9,521.87,Late,26.37,15.53,5.85,22.71,30.05,4.21,20.25,41.07
505,Holstein,2,432.37,Late,19.6,13.6,6.05,26.12,22.27,4.07,21.37,40.5
506,Holstein,3,561.19,Early,21.22,14.12,7.71,26.5,24.09,3.88,16.92,75.19
507,Holstein,4,469.41,Early,25.69,16.03,6.94,27.36,29.86,4.41,16.84,41.8
508,Guernsey,2,677.98,Early,20.79,12.54,3.12,18.28,22.89,4.82,24.29,69.25
509,Jersey,7,538.44,Early,23.83,13.75,5.67,23.96,26.9,3.99,25.13,74.88
510,Holstein,2,790.24,Early,17.78,19.48,6.44,15.37,20.26,4.09,26.66,43.92
511,Guernsey,9,656.39,Early,24.0,15.73,6.74,29.99,28.17,4.11,23.35,57.45
512,Jersey,3,728.99,Late,27.92,15.56,4.07,13.51,30.79,4.34,24.69,78.49
513,Guernsey,6,453.01,Late,28.03,12.12,7.34,10.2,29.03,3.84,15.2,73.37
514,Holstein,2,744.81,Mid,25.87,13.98,7.78,12.98,27.57,4.73,17.43,59.59
515,Holstein,8,769.1,Late,26.19,18.93,4.18,25.52,31.32,3.94,29.77,70.5
516,Holstein,2,594.82,Late,23.37,13.32,7.41,18.94,25.49,4.56,16.14,73.34
517,Guernsey,7,642.5,Early,23.77,15.32,3.48,18.95,26.87,4.27,25.18,53.92
518,Guernsey,7,705.92,Early,17.0,12.11,3.28,29.1,19.55,4.38,17.64,75.69
519,Holstein,4,469.94,Late,21.66,15.83,3.65,28.39,25.6,3.77,25.75,58.82
520,Guernsey,7,601.03,Mid,21.76,12.17,3.29,16.22,23.64,4.6,25.59,61.11
521,Holstein,5,559.47,Early,29.38,18.56,7.23,14.18,32.92,3.78,18.51,79.99
522,Holstein,3,458.55,Late,21.47,18.6,3.3,26.97,25.86,3.67,19.04,73.73
523,Jersey,3,547.01,Late,23.24,18.3,4.36,28.12,27.93,4.32,24.82,54.47
524,Guernsey,6,427.27,Mid,23.0,14.27,3.52,20.83,25.97,4.56,20.85,40.41
525,Holstein,6,410.32,Mid,24.55,18.7,4.48,22.59,28.91,3.58,17.92,65.05
526,Holstein,3,454.07,Early,26.22,16.34,3.45,15.14,29.41,3.6,25.98,68.16
527,Guernsey,8,785.25,Mid,18.38,14.99,6.34,26.02,21.11,4.7,17.31,66.03
528,Jersey,6,619.81,Late,22.93,17.0,3.67,22.64,26.71,4.71,27.83,78.71
529,Jersey,4,786.33,Late,27.39,12.1,7.26,20.07,29.72,3.87,22.72,74.52
530,Holstein,7,573.0,Mid,21.95,13.14,7.09,11.2,23.09,4.42,16.59,57.95
531,Guernsey,3,524.73,Mid,19.18,17.94,3.07,28.32,23.12,4.16,25.41,42.51
532,Jersey,9,602.46,Mid,24.82,13.95,7.48,22.31,27.64,4.45,22.79,59.04
533,Guernsey,6,575.8,Mid,27.36,16.78,3.14,13.85,30.68,4.79,19.47,67.57
534,Guernsey,3,442.27,Early,15.95,15.08,4.2,22.13,18.19,3.62,21.34,64.31
535,Holstein,5,656.33,Mid,26.65,18.84,3.16,23.55,31.72,4.67,19.48,61.53
536,Jersey,2,486.42,Early,27.32,19.62,4.68,20.52,32.11,4.24,18.95,58.75
537,Holstein,7,647.84,Late,21.92,19.07,5.57,24.36,25.97,4.35,17.45,51.75
538,Jersey,3,660.08,Mid,29.75,14.16,6.98,21.63,33.17,4.48,20.44,51.09
539,Jersey,2,460.81,Early,26.8,13.55,4.69,28.96,31.0,4.88,18.76,60.01
540,Jersey,6,424.54,Mid,26.6,15.8,6.53,11.07,28.75,3.59,25.25,46.42
541,Jersey,2,712.3,Late,26.22,12.06,3.94,12.12,27.83,3.54,25.26,53.63
542,Jersey,7,583.92,Late,17.26,12.21,6.75,13.47,18.22,3.77,22.53,52.96
543,Guernsey,3,423.27,Late,18.26,16.43,4.18,23.8,21.23,4.98,26.67,63.49
544,Holstein,5,797.95,Mid,21.96,16.16,3.72,22.91,25.42,4.57,27.62,42.67
545,Guernsey,8,423.11,Mid,18.96,19.96,3.93,27.84,23.12,4.42,23.7,73.19
546,Jersey,6,678.01,Early,21.23,13.61,3.91,24.66,24.2,3.57,24.28,62.5
547,Holstein,3,793.47,Late,28.33,14.06,5.56,20.17,31.55,4.82,19.24,66.83
548,Jersey,7,495.67,Mid,27.36,12.91,7.22,29.84,31.25,4.72,28.42,68.12
549,Holstein,6,456.9,Late,24.45,19.34,3.4,15.32,28.19,4.5,15.36,51.66
550,Guernsey,4,448.55,Late,27.87,18.22,6.53,26.66,32.97,4.01,20.23,58.81
551,Holstein,2,521.31,Early,26.76,18.58,6.27,18.54,30.7,3.61,25.83,78.25
552,Holstein,8,440.42,Early,21.43,19.22,7.36,22.97,25.08,4.37,16.2,70.67
553,Holstein,7,676.86,Early,18.02,16.2,4.22,24.55,20.97,4.58,17.75,78.78
554,Holstein,4,424.92,Early,22.71,15.61,5.25,22.68,25.96,3.64,23.84,69.85
555,Holstein,9,603.77,Late,26.04,14.64,7.63,12.81,27.92,4.45,23.4,47.02
556,Jersey,3,798.68,Early,21.55,16.71,6.3,18.86,24.35,3.93,26.08,42.58
557,Holstein,5,725.59,Early,25.0,15.63,4.94,21.23,28.44,4.65,27.19,63.11
558,Holstein,6,646.09,Early,16.41,15.61,3.66,26.98,19.24,4.31,16.93,54.31
559,Guernsey,2,522.5,Early,26.22,19.5,4.31,18.87,30.62,3.69,15.28,51.02
560,Holstein,6,649.56,Late,27.19,19.87,5.91,28.37,32.93,4.29,25.34,72.29
561,Guernsey,8,610.82,Early,25.6,18.37,6.59,18.81,29.31,4.09,19.52,54.68
562,Jersey,3,570.43,Late,29.51,18.05,3.62,20.98,34.45,3.77,24.39,52.68
563,Holstein,6,452.28,Mid,27.4,17.44,6.0,25.93,32.17,4.76,17.26,74.0
564,Guernsey,2,754.64,Late,28.55,13.33,5.75,21.66,31.77,3.52,22.04,73.85
565,Guernsey,3,579.91,Late,29.0,12.47,5.57,29.2,33.14,3.97,22.57,54.25
566,Jersey,6,477.85,Early,27.02,17.53,6.45,23.21,31.32,3.52,23.78,73.3
567,Holstein,5,547.1,Mid,25.11,17.83,7.19,20.45,28.74,3.64,22.7,74.03
568,Holstein,7,565.65,Mid,15.09,12.38,4.61,10.47,15.89,3.95,22.44,56.96
569,Guernsey,3,731.02,Mid,21.99,19.42,7.45,18.27,25.25,3.58,19.99,42.66
570,Holstein,7,693.45,Mid,23.57,12.73,3.8,15.98,25.65,4.39,16.07,40.06
